t	sumScr	maxInnSc	maxScr
7374	13857.3	26.3	31.2
7375	13851.8	26.4	31.5
7376	13828.3	26.4	31.4
7377	13815.4	26.4	31.4
7378	13846.5	26.4	31.3
7379	13875.1	26.4	31.2
7380	13889.7	26.4	31.3
7381	13876.7	26.4	31.2
7382	13903.5	26.4	31.3
7383	13826.7	26.4	31.2
7384	13870.4	26.4	31.5
7385	13834.5	26.5	31.3
7386	13865.0	26.5	31.0
7387	13851.3	26.5	31.1
7388	13819.5	26.5	31.2
7389	13829.7	26.5	31.3
7390	13825.5	26.5	31.2
7391	13849.8	26.5	31.3
7392	13863.2	26.6	31.4
7393	13882.2	26.4	31.4
7394	13802.7	26.4	31.3
7395	13853.8	26.4	31.0
7396	13845.6	26.4	31.4
7397	13862.7	26.4	31.3
7398	13853.1	26.4	31.5
7399	13855.2	26.4	31.2
7400	13850.7	26.4	31.3
7401	13830.2	26.5	31.3
7402	13843.3	26.5	31.3
7403	13809.9	26.4	31.1
7404	13828.7	26.4	31.2
7405	13831.4	26.3	31.4
7406	13804.7	26.3	31.3
7407	13847.8	26.4	31.1
7408	13886.8	26.4	31.5
7409	13859.9	26.3	31.2
7410	13862.2	26.3	31.4
7411	13878.2	26.3	31.3
7412	13860.7	26.3	31.3
7413	13880.9	26.3	31.5
7414	13877.3	26.3	31.3
7415	13884.3	26.3	31.3
7416	13884.9	26.3	31.2
7417	13889.4	26.3	31.1
7418	13857.7	26.3	31.6
7419	13877.3	26.3	31.2
7420	13894.5	26.3	31.4
7421	13853.1	26.3	31.4
7422	13870.4	26.3	31.2
7423	13850.4	26.3	31.4
7424	13871.5	26.3	31.6
7425	13900.0	26.3	31.5
7426	13902.4	26.3	31.2
7427	13822.0	26.4	31.2
7428	13836.6	26.4	31.3
7429	13854.0	26.4	31.6
7430	13860.2	26.4	31.3
7431	13876.5	26.4	31.4
7432	13924.7	26.5	31.4
7433	13890.7	26.5	31.3
7434	13846.4	26.5	31.3
7435	13892.1	26.5	31.4
7436	13894.3	26.4	31.3
7437	13880.7	26.4	31.3
7438	13910.6	26.4	31.5
7439	13901.6	26.5	31.5
7440	13861.8	26.5	31.4
7441	13834.0	26.5	31.4
7442	13895.1	26.5	31.5
7443	13934.1	26.5	31.2
7444	13899.1	26.5	31.5
7445	13858.1	26.5	31.6
7446	13915.6	26.5	31.5
7447	13939.5	26.5	31.4
7448	13907.7	26.5	31.2
7449	13883.4	26.5	31.1
7450	13869.6	26.6	31.5
7451	13897.1	26.5	31.4
7452	13891.5	26.4	31.7
7453	13880.2	26.3	31.3
7454	13875.8	26.4	31.5
7455	13887.3	26.4	31.3
7456	13949.0	26.5	31.3
7457	13932.6	26.4	31.3
7458	13939.1	26.3	31.5
7459	13918.0	26.3	31.3
7460	13976.6	26.3	31.5
7461	13926.7	26.4	31.5
7462	13978.5	26.4	31.7
7463	13934.4	26.4	31.4
7464	13965.8	26.4	31.3
7465	13908.1	26.4	31.6
7466	13934.0	26.4	31.4
7467	13874.5	26.4	31.4
7468	13858.7	26.4	31.2
7469	13931.1	26.4	31.7
7470	13945.6	26.4	31.9
7471	13923.4	26.4	31.4
7472	13997.1	26.4	31.3
7473	13893.8	26.4	31.4
7474	13991.1	26.4	31.2
7475	13946.8	26.5	31.7
7476	13997.9	26.5	31.7
7477	13992.1	26.5	31.4
7478	13935.8	26.5	31.5
7479	13936.3	26.5	31.6
7480	13939.1	26.5	31.4
7481	13954.6	26.6	31.4
7482	13988.9	26.6	31.3
7483	13953.3	26.6	31.3
7484	13925.3	26.5	31.5
7485	13955.7	26.6	31.4
7486	13943.2	26.6	31.5
7487	13983.1	26.6	31.6
7488	13969.9	26.6	31.4
7489	13927.1	26.6	31.6
7490	13915.6	26.6	31.5
7491	13961.9	26.7	31.3
7492	13961.0	26.7	31.2
7493	13927.6	26.7	31.4
7494	13935.0	26.8	31.4
7495	13957.7	26.7	31.5
7496	13869.5	26.7	31.4
7497	13899.9	26.6	31.6
7498	13923.8	26.6	31.6
7499	13992.7	26.6	31.5
7500	13909.7	26.7	31.4
7501	13933.2	26.6	31.4
7502	13922.0	26.6	31.7
7503	13933.4	26.6	31.4
7504	13961.6	26.6	31.6
7505	13853.6	26.6	31.6
7506	13908.7	26.6	31.6
7507	13944.1	26.6	31.6
7508	13942.9	26.6	31.4
7509	13948.6	26.6	31.3
7510	13984.7	26.6	31.8
7511	13995.4	26.6	31.6
7512	13950.6	26.6	31.5
7513	13964.9	26.6	31.4
7514	13949.8	26.6	31.7
7515	13961.5	26.7	31.5
7516	13988.8	26.7	31.6
7517	13987.3	26.7	31.4
7518	14000.2	26.7	31.7
7519	13962.6	26.6	31.7
7520	13971.2	26.6	31.7
7521	13999.1	26.7	31.8
7522	14026.8	26.7	31.6
7523	14012.1	26.7	31.8
7524	13988.2	26.7	31.4
7525	13957.0	26.7	31.8
7526	13951.8	26.7	31.7
7527	13953.2	26.7	31.5
7528	13955.6	26.7	31.6
7529	13931.3	26.7	31.5
7530	13953.2	26.7	31.6
7531	13953.9	26.7	31.7
7532	13963.4	26.7	31.9
7533	13976.1	26.6	31.8
7534	13968.1	26.6	31.6
7535	13981.6	26.6	32.1
7536	13996.7	26.6	31.6
7537	13986.7	26.6	31.6
7538	13991.4	26.7	31.7
7539	13989.8	26.7	31.8
7540	13953.9	26.7	31.8
7541	13987.3	26.7	31.8
7542	13977.4	26.6	31.5
7543	14011.7	26.6	31.7
7544	13978.1	26.7	31.5
7545	13980.2	26.8	31.6
7546	13961.6	26.7	31.8
7547	13967.0	26.7	31.7
7548	13954.9	26.7	31.7
7549	13959.7	26.7	31.8
7550	13946.8	26.7	31.8
7551	14011.6	26.8	31.9
7552	14036.3	26.7	31.7
7553	13970.1	26.8	31.7
7554	14008.7	26.8	31.5
7555	14062.8	26.7	31.8
7556	14065.2	26.7	31.7
7557	14000.0	26.7	31.8
7558	14004.2	26.8	31.6
7559	13983.1	26.8	31.9
7560	14063.9	26.8	32.0
7561	14004.2	26.8	31.9
7562	14007.8	26.8	31.8
7563	13971.6	26.7	32.0
7564	14002.0	26.7	31.8
7565	13979.8	26.8	31.7
7566	13987.5	26.8	31.6
7567	13986.2	26.8	31.6
7568	14079.2	26.8	31.9
7569	14072.3	26.8	31.8
7570	14002.8	26.8	31.8
7571	14039.6	26.8	32.0
7572	14033.4	26.8	31.8
7573	14055.7	26.9	31.9
7574	14040.8	26.8	31.8
7575	14050.3	26.9	32.0
7576	13993.3	26.7	32.0
7577	13975.8	26.7	32.0
7578	14015.0	26.7	31.7
7579	14048.6	26.8	31.6
7580	14036.9	26.8	32.1
7581	14084.0	26.8	31.7
7582	14058.0	26.8	31.8
7583	14036.9	26.8	31.9
7584	14059.7	26.8	31.9
7585	14104.2	26.8	31.7
7586	14077.3	26.8	31.8
7587	14030.8	26.7	31.7
7588	14022.1	26.7	31.8
7589	14038.5	26.7	32.0
7590	13994.7	26.7	31.9
7591	14061.3	26.7	31.9
7592	14029.5	26.7	32.3
7593	14054.6	26.7	32.0
7594	14038.0	26.7	32.1
7595	14071.6	26.7	32.1
7596	14037.7	26.7	31.9
7597	14027.7	26.8	31.9
7598	14056.6	26.9	31.9
7599	14059.6	26.9	31.5
7600	14027.0	26.9	31.7
7601	14124.2	26.7	31.8
7602	14091.0	26.7	32.0
7603	14037.1	26.7	32.0
7604	14095.6	26.7	31.8
7605	14061.5	26.7	31.7
7606	14052.0	26.7	32.0
7607	14061.8	26.7	31.8
7608	14071.4	26.7	31.6
7609	14037.9	26.7	32.0
7610	13997.3	26.7	31.7
7611	14049.5	26.7	31.8
7612	14055.7	26.7	31.7
7613	14066.1	26.7	31.6
7614	14068.8	26.7	31.6
7615	14101.4	26.7	31.8
7616	14070.0	26.7	31.8
7617	14072.3	26.7	31.9
7618	14083.1	26.6	32.1
7619	14092.0	26.6	32.1
7620	14058.9	26.6	32.1
7621	14096.5	26.6	31.9
7622	14025.9	26.6	32.0
7623	14017.8	26.6	31.8
7624	14133.4	26.6	31.8
7625	14091.4	26.6	32.0
7626	14107.9	26.6	31.8
7627	14117.7	26.6	31.9
7628	14158.6	26.6	32.0
7629	14150.0	26.6	32.0
7630	14152.0	26.6	32.2
7631	14119.2	26.6	32.0
7632	14158.0	26.7	32.1
7633	14115.3	26.7	31.9
7634	14089.2	26.6	31.8
7635	14142.5	26.7	31.9
7636	14082.7	26.6	32.1
7637	14139.5	26.6	31.8
7638	14200.4	26.7	32.0
7639	14124.9	26.7	32.1
7640	14140.5	26.6	32.1
7641	14157.1	26.6	32.2
7642	14155.6	26.6	32.1
7643	14129.6	26.6	32.0
7644	14078.8	26.6	32.1
7645	14022.3	26.6	32.2
7646	14067.6	26.7	31.9
7647	14093.0	26.7	32.1
7648	14097.0	26.6	32.1
7649	14111.1	26.6	32.1
7650	14132.0	26.6	31.9
7651	14156.6	26.6	32.3
7652	14149.3	26.9	32.0
7653	14119.1	26.9	32.1
7654	14083.4	26.9	31.7
7655	14128.3	26.7	32.1
7656	14127.4	26.7	32.0
7657	14112.5	26.7	32.1
7658	14143.4	26.7	31.9
7659	14173.0	26.7	32.1
7660	14141.8	26.9	32.2
7661	14149.5	26.9	32.3
7662	14147.9	26.9	32.1
7663	14158.1	26.9	32.1
7664	14140.4	26.7	32.1
7665	14103.4	26.7	31.9
7666	14122.0	26.7	32.3
7667	14157.7	26.7	31.9
7668	14147.3	26.7	32.4
7669	14157.7	26.7	32.1
7670	14172.7	26.7	31.8
7671	14216.2	26.7	31.9
7672	14189.4	26.6	32.2
7673	14218.3	26.6	32.3
7674	14189.7	26.6	31.8
7675	14164.2	26.6	32.0
7676	14164.0	26.6	32.1
7677	14204.0	26.6	32.1
7678	14202.3	26.6	32.3
7679	14168.2	26.6	32.1
7680	14174.3	26.6	32.2
7681	14135.8	26.7	32.1
7682	14149.3	26.6	32.1
7683	14124.8	26.6	32.0
7684	14195.4	26.6	32.1
7685	14143.8	26.6	32.2
7686	14157.8	26.7	32.0
7687	14128.1	26.7	32.3
7688	14150.7	26.7	32.1
7689	14166.5	26.6	32.2
7690	14118.5	26.6	32.1
7691	14098.2	26.7	32.0
7692	14148.5	26.6	32.2
7693	14173.3	26.6	32.1
7694	14174.9	26.6	32.4
7695	14154.9	26.6	32.3
7696	14171.1	26.6	32.2
7697	14241.3	26.7	32.2
7698	14237.4	26.7	32.2
7699	14241.7	26.7	32.0
7700	14260.7	26.6	32.3
7701	14228.2	26.6	32.0
7702	14200.0	26.6	31.9
7703	14252.7	26.7	32.2
7704	14211.6	26.6	32.0
7705	14235.6	26.8	32.3
7706	14206.0	26.8	32.3
7707	14207.1	26.8	32.0
7708	14205.3	26.8	32.1
7709	14217.6	26.8	31.9
7710	14204.5	26.6	32.0
7711	14215.4	26.6	32.2
7712	14176.7	26.8	32.3
7713	14192.1	26.8	32.0
7714	14208.4	27.0	32.0
7715	14201.0	26.8	31.9
7716	14221.6	26.9	31.9
7717	14159.6	26.8	32.1
7718	14170.8	26.8	32.2
7719	14220.5	26.6	32.1
7720	14202.9	26.7	32.0
7721	14210.7	26.6	32.3
7722	14197.7	26.7	32.2
7723	14174.9	26.6	32.2
7724	14208.7	26.6	32.2
7725	14240.2	26.7	32.2
7726	14198.1	26.6	31.9
7727	14146.2	26.6	32.3
7728	14228.4	26.6	32.0
7729	14278.9	26.8	32.1
7730	14227.3	26.8	32.3
7731	14274.8	26.6	32.3
7732	14243.5	26.7	32.2
7733	14260.5	26.9	32.1
7734	14241.0	26.8	32.4
7735	14276.9	26.8	32.1
7736	14245.7	26.7	32.4
7737	14226.3	26.7	32.0
7738	14302.3	26.8	31.8
7739	14244.5	26.9	32.3
7740	14280.1	26.7	32.3
7741	14272.5	26.7	32.2
7742	14230.8	26.7	32.3
7743	14278.7	26.7	32.2
7744	14276.0	26.8	32.0
7745	14242.1	26.8	32.0
7746	14266.7	26.8	32.0
7747	14220.9	27.0	32.0
7748	14238.1	27.0	31.9
7749	14244.1	27.0	32.0
7750	14224.4	27.0	32.1
7751	14294.9	27.0	32.3
7752	14309.2	27.2	32.1
7753	14302.5	27.0	31.9
7754	14288.6	27.1	32.4
7755	14254.8	26.8	32.2
7756	14246.5	26.8	32.3
7757	14264.2	26.7	32.4
7758	14254.3	26.7	32.1
7759	14312.2	26.6	32.1
7760	14317.8	26.6	32.3
7761	14300.7	26.7	32.4
7762	14322.2	26.7	32.2
7763	14301.7	26.6	32.4
7764	14299.7	26.6	32.2
7765	14240.8	26.6	32.3
7766	14312.9	26.6	32.6
7767	14287.5	26.6	32.4
7768	14310.8	26.6	32.3
7769	14333.4	26.6	32.4
7770	14320.7	26.9	32.3
7771	14314.1	27.0	32.4
7772	14346.1	26.8	32.1
7773	14358.4	26.8	32.4
7774	14376.1	26.8	32.3
7775	14338.8	26.8	32.0
7776	14309.2	27.1	32.2
7777	14238.6	27.0	32.5
7778	14231.3	27.0	32.3
7779	14226.3	27.0	32.5
7780	14244.6	27.1	32.5
7781	14292.8	27.0	32.4
7782	14286.6	27.0	32.0
7783	14265.4	27.0	32.2
7784	14219.0	27.0	32.2
7785	14263.9	27.1	32.3
7786	14305.2	27.0	32.4
7787	14271.7	27.0	32.2
7788	14252.1	27.1	32.1
7789	14249.8	27.1	32.1
7790	14325.8	27.0	32.4
7791	14295.2	27.0	32.3
7792	14310.7	26.8	32.3
7793	14327.2	26.8	32.2
7794	14306.6	26.5	32.4
7795	14273.2	26.5	32.6
7796	14278.4	26.5	32.2
7797	14361.8	26.6	32.2
7798	14282.6	26.6	32.4
7799	14274.5	26.5	32.2
7800	14281.0	26.5	32.3
7801	14268.0	26.5	32.2
7802	14277.2	26.5	32.2
7803	14301.5	26.6	32.3
7804	14335.3	26.5	32.2
7805	14318.5	26.6	32.1
7806	14301.3	26.5	32.4
7807	14323.4	26.6	32.2
7808	14307.2	26.5	32.3
7809	14267.3	26.8	32.6
7810	14267.3	26.8	32.3
7811	14293.2	26.5	32.6
7812	14305.0	26.5	32.2
7813	14332.8	26.5	32.2
7814	14302.5	26.5	32.1
7815	14309.5	26.8	31.9
7816	14331.2	26.8	32.1
7817	14358.7	27.0	32.1
7818	14371.0	27.0	32.1
7819	14321.3	26.8	32.3
7820	14359.8	26.9	32.2
7821	14342.9	26.9	32.1
7822	14341.5	26.9	32.2
7823	14352.8	26.6	32.0
7824	14343.6	26.8	32.3
7825	14335.1	26.6	32.1
7826	14354.8	26.5	32.1
7827	14380.9	26.6	32.4
7828	14343.8	26.6	32.5
7829	14403.7	26.8	32.2
7830	14348.0	26.6	32.3
7831	14343.0	26.6	32.3
7832	14380.1	26.7	32.2
7833	14421.1	26.8	32.3
7834	14417.3	26.7	32.3
7835	14377.4	26.7	32.2
7836	14375.8	26.7	32.3
7837	14344.3	27.2	32.2
7838	14380.5	27.2	32.4
7839	14316.1	27.2	32.2
7840	14332.1	27.2	32.1
7841	14332.3	27.2	32.7
7842	14367.0	27.2	32.2
7843	14374.8	27.2	32.4
7844	14357.8	27.2	32.4
7845	14394.0	27.0	32.5
7846	14368.4	27.0	32.2
7847	14354.9	26.9	32.4
7848	14345.1	26.9	32.6
7849	14408.8	26.9	32.4
7850	14377.8	26.8	32.5
7851	14390.6	26.9	32.2
7852	14369.8	26.8	32.4
7853	14340.2	26.8	32.1
7854	14387.9	26.8	32.2
7855	14431.7	26.8	32.3
7856	14393.6	26.8	32.8
7857	14340.0	27.0	32.3
7858	14401.7	27.0	32.4
7859	14373.7	27.0	32.6
7860	14382.8	27.1	32.5
7861	14406.3	27.0	32.1
7862	14384.2	27.0	32.3
7863	14367.2	27.1	32.2
7864	14362.2	27.1	32.6
7865	14358.3	27.2	32.5
7866	14337.2	27.1	32.6
7867	14363.7	27.1	32.5
7868	14340.2	27.1	32.4
7869	14333.9	27.1	32.7
7870	14345.4	27.2	32.3
7871	14347.7	27.2	32.1
7872	14374.8	27.2	32.1
7873	14341.4	27.2	32.4
7874	14357.7	27.2	32.4
7875	14404.4	27.2	32.3
7876	14392.5	27.2	32.6
7877	14390.0	27.2	32.3
7878	14383.0	27.2	32.4
7879	14414.3	27.1	32.1
7880	14378.2	27.2	32.3
7881	14328.7	27.1	32.2
7882	14378.6	27.1	32.5
7883	14400.6	27.0	31.9
7884	14396.7	27.0	32.5
7885	14375.2	27.0	32.3
7886	14431.1	27.1	32.3
7887	14379.2	27.4	32.2
7888	14348.4	27.1	32.4
7889	14393.7	27.1	32.5
7890	14405.4	27.1	32.2
7891	14425.9	27.1	32.3
7892	14400.1	27.1	32.4
7893	14355.1	27.1	32.3
7894	14324.7	27.4	32.3
7895	14359.0	27.1	32.2
7896	14351.3	27.1	32.3
7897	14358.3	27.2	32.2
7898	14347.8	27.2	32.4
7899	14374.0	27.1	32.4
7900	14372.3	27.1	32.5
7901	14411.8	27.2	32.4
7902	14371.7	27.2	32.3
7903	14439.3	27.1	32.1
7904	14381.7	27.2	32.4
7905	14401.2	27.2	32.6
7906	14390.0	27.3	32.2
7907	14415.4	27.2	32.4
7908	14427.6	27.1	32.3
7909	14413.7	27.1	32.5
7910	14387.7	27.1	32.4
7911	14398.4	27.1	32.5
7912	14407.5	26.9	32.7
7913	14395.2	26.9	32.7
7914	14443.8	26.9	32.3
7915	14397.8	26.7	32.5
7916	14417.3	26.7	32.7
7917	14476.4	26.7	32.4
7918	14417.7	26.7	32.5
7919	14433.2	26.6	32.3
7920	14357.6	26.6	32.3
7921	14435.3	26.7	32.5
7922	14449.0	26.8	32.7
7923	14419.4	26.6	32.6
7924	14410.5	26.7	32.3
7925	14410.7	26.7	32.4
7926	14421.5	26.7	32.6
7927	14375.4	27.0	32.6
7928	14402.7	27.0	32.4
7929	14446.7	26.8	32.6
7930	14389.6	27.1	32.5
7931	14411.2	27.3	32.6
7932	14434.3	27.1	32.4
7933	14398.5	26.9	32.6
7934	14430.9	26.9	32.9
7935	14393.4	26.9	32.6
7936	14392.9	26.9	32.3
7937	14374.4	27.0	32.6
7938	14433.2	27.2	32.5
7939	14467.4	27.2	32.6
7940	14465.9	27.2	32.6
7941	14393.2	27.2	32.5
7942	14445.9	27.1	32.3
7943	14416.9	27.1	32.5
7944	14467.5	27.1	32.5
7945	14447.1	27.1	32.4
7946	14434.3	27.4	32.7
7947	14439.4	27.2	32.5
7948	14426.9	27.3	32.6
7949	14456.0	27.3	32.9
7950	14444.5	27.3	32.6
7951	14450.4	27.3	32.6
7952	14395.9	27.3	32.7
7953	14397.8	27.2	32.5
7954	14441.4	27.2	32.5
7955	14437.1	27.2	32.9
7956	14445.4	27.2	32.4
7957	14507.4	27.2	32.7
7958	14445.9	27.2	32.5
7959	14458.9	27.2	32.6
7960	14434.9	27.2	32.4
7961	14386.3	27.2	32.6
7962	14429.4	27.2	32.4
7963	14467.7	27.3	32.5
7964	14483.4	27.0	32.5
7965	14497.3	26.9	32.6
7966	14481.0	27.1	32.6
7967	14510.0	27.1	32.6
7968	14468.2	27.1	32.7
7969	14446.4	27.4	32.8
7970	14483.1	27.4	32.6
7971	14457.6	27.4	32.6
7972	14458.9	27.4	32.4
7973	14435.5	27.5	32.2
7974	14445.3	27.4	32.6
7975	14479.4	27.4	32.3
7976	14472.7	27.1	32.6
7977	14430.3	27.1	32.6
7978	14398.2	26.9	32.6
7979	14420.6	27.2	32.7
7980	14444.2	27.3	32.5
7981	14432.0	27.0	32.6
7982	14475.0	27.0	32.7
7983	14480.0	27.0	32.6
7984	14460.7	27.0	32.4
7985	14428.2	27.0	32.5
7986	14499.8	27.0	32.7
7987	14433.2	27.0	32.5
7988	14434.2	27.0	32.5
7989	14467.5	27.3	32.7
7990	14465.3	27.0	32.4
7991	14500.8	27.0	32.5
7992	14486.2	27.0	32.5
7993	14469.5	27.0	32.9
7994	14472.5	27.4	32.6
7995	14490.2	27.4	32.6
7996	14484.6	27.3	32.5
7997	14535.8	27.3	32.5
7998	14489.8	27.3	32.5
7999	14541.4	27.3	32.6
8000	14531.8	27.3	32.6
8001	14511.8	27.3	32.5
8002	14580.4	27.3	33.0
8003	14490.8	27.5	32.6
8004	14508.1	27.5	32.5
8005	14501.1	27.6	32.6
8006	14464.8	27.6	32.6
8007	14492.5	27.6	32.7
8008	14453.7	27.5	32.6
8009	14452.1	27.5	32.7
8010	14463.4	27.6	32.5
8011	14508.4	27.6	32.6
8012	14524.3	27.6	32.7
8013	14532.2	27.6	32.8
8014	14468.3	27.6	32.6
8015	14534.0	27.6	32.5
8016	14455.0	27.5	32.6
8017	14497.7	27.5	32.4
8018	14549.9	27.5	32.6
8019	14542.8	27.7	32.5
8020	14455.0	27.6	32.8
8021	14551.2	27.6	32.6
8022	14496.3	27.7	32.7
8023	14458.4	27.7	32.6
8024	14494.2	27.7	32.4
8025	14462.9	27.7	32.8
8026	14547.7	27.7	33.0
8027	14550.3	27.7	33.0
8028	14528.7	27.7	32.3
8029	14498.6	27.7	32.7
8030	14554.9	27.7	32.5
8031	14523.3	27.6	32.4
8032	14527.9	27.6	32.8
8033	14528.6	27.7	32.4
8034	14542.8	27.7	32.7
8035	14473.7	27.7	32.7
8036	14512.2	27.7	32.4
8037	14486.5	27.6	32.7
8038	14600.9	27.6	32.6
8039	14563.2	27.6	32.7
8040	14546.8	27.7	32.9
8041	14602.8	27.7	32.6
8042	14568.5	27.6	32.6
8043	14597.1	27.6	32.5
8044	14583.8	27.6	32.4
8045	14556.0	27.6	32.8
8046	14537.5	27.6	32.4
8047	14499.4	27.6	32.8
8048	14535.7	27.5	32.6
8049	14553.4	27.5	32.8
8050	14548.9	27.5	32.6
8051	14588.1	27.5	32.7
8052	14581.1	27.5	32.9
8053	14560.5	27.5	32.6
8054	14555.5	27.5	32.9
8055	14524.2	27.5	32.7
8056	14567.7	27.5	32.8
8057	14623.2	27.5	32.7
8058	14587.3	27.5	32.8
8059	14512.9	27.6	32.7
8060	14490.4	27.6	32.9
8061	14491.1	27.6	32.8
8062	14531.7	27.6	32.6
8063	14588.7	27.5	32.8
8064	14580.7	27.5	32.9
8065	14574.4	27.5	33.1
8066	14543.2	27.5	32.5
8067	14569.9	27.5	32.8
8068	14573.9	27.5	32.8
8069	14551.6	27.5	32.9
8070	14559.8	27.5	32.8
8071	14561.3	27.5	32.9
8072	14529.3	27.5	32.9
8073	14638.3	27.6	32.7
8074	14574.4	27.6	33.1
8075	14568.2	27.6	32.7
8076	14568.8	27.7	32.7
8077	14586.0	27.8	32.9
8078	14568.6	27.7	32.8
8079	14589.7	27.7	32.7
8080	14619.2	27.7	32.8
8081	14593.9	27.9	32.7
8082	14581.9	27.7	32.9
8083	14601.4	27.8	32.8
8084	14632.9	27.8	32.8
8085	14624.6	27.8	33.0
8086	14660.1	27.9	33.0
8087	14651.5	27.9	32.8
8088	14619.2	27.9	32.7
8089	14633.7	27.9	32.9
8090	14596.3	27.9	32.7
8091	14630.1	27.8	33.2
8092	14665.7	27.8	33.0
8093	14584.5	27.8	32.9
8094	14590.5	28.0	32.9
8095	14569.8	28.0	32.9
8096	14611.7	27.8	32.9
8097	14632.8	27.8	33.0
8098	14610.8	27.8	32.9
8099	14652.5	27.7	32.9
8100	14631.6	27.6	32.6
8101	14680.4	27.6	33.1
8102	14626.8	27.6	33.0
8103	14639.6	27.6	32.8
8104	14598.4	27.6	32.9
8105	14599.6	27.7	32.8
8106	14654.4	27.7	32.7
8107	14684.8	27.7	32.9
8108	14647.9	27.7	33.1
8109	14657.7	27.6	32.6
8110	14671.9	27.6	33.1
8111	14604.8	27.7	32.9
8112	14675.2	27.6	32.9
8113	14690.5	27.6	32.8
8114	14648.4	27.6	32.9
8115	14640.1	27.7	32.7
8116	14705.0	27.7	33.1
8117	14690.1	27.7	33.0
8118	14668.6	27.7	33.0
8119	14717.5	27.7	33.3
8120	14694.4	27.7	33.0
8121	14688.7	27.7	32.7
8122	14691.2	27.8	33.0
8123	14684.6	27.8	33.1
8124	14687.5	27.7	33.1
8125	14666.4	27.9	33.0
8126	14725.9	27.9	33.0
8127	14681.5	28.0	32.7
8128	14642.3	28.0	33.0
8129	14673.6	27.9	33.0
8130	14605.8	28.0	32.7
8131	14604.1	28.0	32.9
8132	14616.3	28.0	33.0
8133	14679.7	28.0	32.8
8134	14649.2	27.9	33.0
8135	14653.4	27.9	32.9
8136	14673.9	27.9	33.2
8137	14649.5	27.8	33.0
8138	14641.8	27.7	32.9
8139	14632.7	27.7	33.1
8140	14689.9	27.8	33.1
8141	14671.3	27.8	33.1
8142	14599.2	27.8	33.0
8143	14704.5	27.8	32.9
8144	14686.1	27.9	33.1
8145	14672.0	27.9	32.9
8146	14711.6	27.9	32.9
8147	14651.2	27.9	32.8
8148	14679.9	27.9	33.3
8149	14630.9	27.9	33.2
8150	14677.3	27.9	32.9
8151	14639.6	27.9	33.3
8152	14704.4	28.0	33.3
8153	14712.9	28.0	33.2
8154	14670.5	28.0	32.8
8155	14698.8	28.0	33.1
8156	14701.7	28.0	32.8
8157	14694.8	28.0	33.2
8158	14756.1	28.0	32.9
8159	14729.9	28.1	33.3
8160	14728.5	28.1	32.8
8161	14684.5	28.1	33.0
8162	14738.3	28.0	33.1
8163	14688.4	28.0	33.3
8164	14741.9	27.9	33.0
8165	14726.4	27.9	32.8
8166	14733.1	27.9	33.1
8167	14760.8	27.9	32.9
8168	14699.1	27.7	32.9
8169	14710.4	27.8	33.0
8170	14679.8	27.7	33.0
8171	14695.3	27.8	33.1
8172	14721.5	27.8	32.9
8173	14691.7	27.7	32.8
8174	14682.6	27.7	33.0
8175	14691.6	27.7	33.3
8176	14688.9	27.7	33.1
8177	14679.6	27.7	33.1
8178	14697.3	27.7	33.1
8179	14686.1	27.7	33.2
8180	14657.8	27.7	33.4
8181	14721.1	27.8	33.1
8182	14682.2	27.7	32.9
8183	14738.1	27.7	33.3
8184	14738.9	27.7	33.1
8185	14723.7	27.7	33.0
8186	14668.1	27.7	32.9
8187	14688.9	27.8	32.9
8188	14759.1	27.8	33.2
8189	14776.3	28.1	33.0
8190	14786.6	28.1	33.1
8191	14709.3	27.9	33.2
8192	14765.6	27.9	32.9
8193	14780.0	27.9	33.4
8194	14750.8	27.9	33.2
8195	14752.9	27.9	33.2
8196	14737.8	28.0	33.2
8197	14734.0	28.0	33.0
8198	14718.8	27.9	33.2
8199	14773.7	27.9	32.9
8200	14785.1	28.0	33.1
8201	14729.7	28.1	33.1
8202	14743.4	28.0	33.0
8203	14750.3	28.0	33.0
8204	14797.7	28.0	33.2
8205	14791.8	27.9	33.2
8206	14785.8	27.9	33.1
8207	14740.0	27.9	33.1
8208	14744.4	28.1	33.3
8209	14736.5	28.0	33.2
8210	14783.7	28.0	33.1
8211	14755.2	28.0	33.2
8212	14783.5	28.0	33.0
8213	14752.2	27.9	33.1
8214	14735.8	28.0	33.1
8215	14694.9	28.0	33.0
8216	14737.3	28.0	33.3
8217	14746.7	28.0	33.1
8218	14806.6	28.0	33.5
8219	14761.2	28.0	33.0
8220	14760.6	28.0	32.9
8221	14737.9	28.0	33.1
8222	14735.2	28.0	33.4
8223	14731.2	28.2	33.1
8224	14681.0	28.0	33.0
8225	14682.5	28.1	33.0
8226	14711.0	28.0	33.1
8227	14730.1	28.1	33.4
8228	14769.7	28.0	33.0
8229	14787.9	28.1	33.1
8230	14771.1	28.1	32.8
8231	14730.9	28.2	33.2
8232	14758.9	28.3	33.1
8233	14805.4	27.9	32.9
8234	14720.0	27.9	33.0
8235	14747.2	27.9	33.2
8236	14794.0	27.9	33.1
8237	14862.0	27.8	33.3
8238	14827.1	27.8	33.3
8239	14820.6	27.8	33.2
8240	14740.6	27.8	33.2
8241	14793.3	27.8	33.0
8242	14812.2	27.8	33.2
8243	14736.1	27.8	33.0
8244	14721.4	27.8	33.1
8245	14732.2	27.8	33.2
8246	14766.9	27.8	33.2
