t	sumScr	maxInnSc	maxScr
11310	17102.3	32.4	38.2
11311	17124.7	32.4	37.9
11312	17169.3	32.4	38.1
11313	17135.6	32.4	38.2
11314	17119.5	32.4	38.2
11315	17085.8	32.4	38.0
11316	17081.3	32.4	38.2
11317	17008.7	32.4	37.8
11318	17054.9	32.4	38.0
11319	17151.3	32.4	38.1
11320	17068.8	32.5	38.2
11321	17049.0	32.3	38.2
11322	17088.6	32.3	37.9
11323	17078.8	32.6	37.9
11324	17047.4	32.5	38.0
11325	16952.1	32.5	38.3
11326	17075.8	32.5	38.1
11327	17098.0	32.5	38.3
11328	17012.9	32.2	37.9
11329	17015.1	32.2	38.1
11330	17065.9	32.2	38.2
11331	17076.1	32.2	38.1
11332	17091.0	32.5	38.1
11333	17093.2	32.5	38.0
11334	17160.0	32.3	38.3
11335	17112.0	32.3	38.1
11336	17099.8	32.3	38.1
11337	17057.9	32.3	38.3
11338	17087.2	32.3	38.1
11339	17052.4	32.3	38.2
11340	17032.3	32.3	37.9
11341	17124.3	32.3	38.0
11342	17009.7	32.3	38.1
11343	17124.4	32.3	37.8
11344	17072.2	32.4	38.0
11345	17060.8	32.4	38.2
11346	17006.0	32.4	37.9
11347	17115.0	32.4	37.9
11348	17044.7	32.4	38.0
11349	17061.0	32.4	38.1
11350	17082.7	32.3	38.0
11351	17131.9	32.3	38.0
11352	17071.7	32.1	38.2
11353	17077.9	32.1	38.1
11354	17105.9	32.1	38.0
11355	17098.7	32.1	38.1
11356	17026.9	32.1	38.0
11357	17075.0	32.1	38.1
11358	17067.6	32.0	38.1
11359	17031.8	32.0	38.0
11360	17068.1	32.2	38.0
11361	17070.0	32.2	37.9
11362	17127.2	32.3	38.0
11363	17106.5	32.1	38.1
11364	17143.2	32.2	38.1
11365	17131.7	32.4	38.0
11366	17035.7	32.4	38.0
11367	17200.2	32.4	38.0
11368	17038.1	32.3	38.2
11369	17089.2	32.3	38.1
11370	17066.1	32.3	38.1
11371	17089.2	32.3	38.2
11372	17099.3	32.3	38.0
11373	17042.1	32.4	38.3
11374	17051.9	32.2	38.1
11375	17144.6	32.2	38.1
11376	17135.8	32.2	38.1
11377	17127.1	32.0	38.2
11378	17081.7	32.0	38.1
11379	17141.0	32.0	38.1
11380	17080.2	32.0	38.3
11381	17098.3	32.0	38.2
11382	17110.1	32.0	38.1
11383	17150.2	32.0	38.2
11384	17114.4	32.0	38.3
11385	17118.0	32.0	38.2
11386	17095.8	32.0	38.2
11387	17107.2	32.1	38.1
11388	17134.9	32.3	37.9
11389	17129.4	32.3	38.1
11390	17081.5	32.3	37.8
11391	17158.3	32.3	38.1
11392	17124.3	32.5	38.3
11393	17196.4	32.6	38.2
11394	17130.6	32.4	37.9
11395	17179.1	32.4	38.1
11396	17176.0	32.4	38.1
11397	17168.9	32.4	38.0
11398	17174.2	32.4	38.2
11399	17192.9	32.4	38.1
11400	17111.2	32.3	37.9
11401	17160.2	32.3	38.0
11402	17124.9	32.3	38.1
11403	17081.8	32.2	38.3
11404	17041.7	32.2	38.1
11405	17012.0	32.4	38.2
11406	17113.7	32.5	38.3
11407	17146.1	32.5	38.3
11408	17075.8	32.5	38.4
11409	17103.0	32.5	38.2
11410	17122.8	32.4	38.0
11411	17094.2	32.4	38.2
11412	17108.3	32.5	38.1
11413	17104.9	32.5	38.3
11414	17033.1	32.5	38.0
11415	17071.3	32.5	38.1
11416	17082.2	32.5	37.9
11417	17102.0	32.5	38.3
11418	17147.4	32.5	38.6
11419	17043.0	32.5	38.1
11420	17073.5	32.5	38.2
11421	17097.7	32.5	38.3
11422	17095.1	32.5	38.2
11423	17064.9	32.4	38.2
11424	17057.7	32.5	38.1
11425	17171.9	32.5	38.3
11426	17130.4	32.5	38.3
11427	17090.4	32.5	38.6
11428	17125.2	32.5	38.0
11429	17154.0	32.6	38.1
11430	17160.2	32.6	38.3
11431	17171.5	32.5	38.1
11432	17092.8	32.5	38.3
11433	17189.3	32.5	38.3
11434	17155.0	32.5	38.2
11435	17125.0	32.5	38.1
11436	17146.1	32.5	38.2
11437	17161.7	32.5	38.3
11438	17182.1	32.5	37.9
11439	17133.6	32.5	38.1
11440	17167.1	32.5	38.3
11441	17135.4	32.5	38.6
11442	17184.4	32.5	38.2
11443	17201.7	32.4	37.9
11444	17211.5	32.4	38.2
11445	17147.1	32.5	38.5
11446	17134.3	32.4	38.2
11447	17191.9	32.4	38.0
11448	17124.4	32.5	38.4
11449	17223.9	32.6	37.9
11450	17118.2	32.6	38.4
11451	17168.3	32.6	38.0
11452	17127.6	32.5	38.1
11453	17172.2	32.6	38.6
11454	17214.2	32.5	38.1
11455	17192.3	32.4	38.1
11456	17131.7	32.4	38.1
11457	17169.6	32.4	38.1
11458	17109.9	32.5	38.1
11459	17177.2	32.4	38.2
11460	17150.3	32.4	38.5
11461	17210.5	32.4	38.3
11462	17146.0	32.4	38.2
11463	17148.8	32.4	38.3
11464	17171.6	32.4	38.2
11465	17213.4	32.4	38.3
11466	17176.4	32.4	38.2
11467	17153.6	32.4	38.1
11468	17212.7	32.4	38.3
11469	17214.2	32.4	38.4
11470	17188.9	32.4	38.5
11471	17191.0	32.4	38.1
11472	17146.9	32.4	38.0
11473	17209.4	32.6	38.4
11474	17222.3	32.5	38.4
11475	17228.5	32.5	38.5
11476	17196.0	32.4	38.2
11477	17201.1	32.7	38.0
11478	17204.6	32.6	38.2
11479	17196.5	32.6	38.2
11480	17197.5	32.4	38.0
11481	17158.5	32.5	38.4
11482	17226.2	32.4	38.2
11483	17177.5	32.5	38.0
11484	17198.3	32.6	38.5
11485	17213.5	32.4	38.3
11486	17161.4	32.3	38.4
11487	17245.5	32.3	38.2
11488	17272.4	32.3	38.2
11489	17225.5	32.5	38.3
11490	17289.7	32.5	38.2
11491	17285.1	32.7	38.5
11492	17190.7	32.7	38.4
11493	17181.3	32.7	38.1
11494	17243.8	32.7	38.5
11495	17224.4	32.7	38.2
11496	17248.5	32.7	38.2
11497	17255.8	32.6	38.2
11498	17218.2	32.6	38.0
11499	17206.4	32.4	38.3
11500	17161.4	32.4	38.2
11501	17170.9	32.3	38.1
11502	17220.3	32.5	38.5
11503	17226.2	32.5	38.0
11504	17237.0	32.3	38.5
11505	17174.4	32.3	38.4
11506	17120.9	32.3	38.5
11507	17215.5	32.3	38.2
11508	17184.9	32.4	38.1
11509	17225.7	32.4	38.4
11510	17204.6	32.4	38.2
11511	17178.6	32.4	38.3
11512	17148.1	32.4	38.3
11513	17194.8	32.4	38.4
11514	17114.7	32.4	38.6
11515	17207.0	32.4	38.1
11516	17232.2	32.4	38.2
11517	17201.9	32.4	38.1
11518	17207.0	32.6	38.5
11519	17239.6	32.5	38.4
11520	17179.8	32.3	38.2
11521	17163.3	32.3	38.3
11522	17252.4	32.3	38.4
11523	17318.2	32.3	38.5
11524	17253.6	32.4	38.3
11525	17264.0	32.4	38.3
11526	17266.9	32.4	38.2
11527	17286.1	32.5	38.3
11528	17183.2	32.8	38.7
11529	17239.3	32.5	38.3
11530	17204.0	32.4	38.1
11531	17234.7	32.4	38.5
11532	17225.7	32.4	38.3
11533	17234.1	32.4	38.5
11534	17158.9	32.4	38.6
11535	17304.5	32.6	38.2
11536	17255.9	32.6	38.6
11537	17276.4	32.4	38.3
11538	17335.2	32.5	38.5
11539	17317.9	32.5	38.4
11540	17294.5	32.5	38.2
11541	17190.5	32.5	38.3
11542	17252.0	32.3	38.6
11543	17283.9	32.4	38.5
11544	17262.7	32.6	38.5
11545	17167.9	32.4	38.3
11546	17152.0	32.4	38.5
11547	17176.7	32.4	38.5
11548	17251.7	32.4	38.6
11549	17291.4	32.4	38.2
11550	17285.2	32.6	38.7
11551	17204.8	32.4	38.6
11552	17259.1	32.4	38.3
11553	17267.9	32.4	38.2
11554	17265.1	32.2	38.6
11555	17274.9	32.2	38.2
11556	17168.2	32.2	38.4
11557	17210.9	32.2	38.3
11558	17215.4	32.2	38.5
11559	17246.7	32.3	38.4
11560	17234.3	32.2	38.6
11561	17225.1	32.2	38.6
11562	17300.3	32.6	38.3
11563	17264.8	32.6	38.2
11564	17232.4	32.4	38.5
11565	17247.7	32.4	38.3
11566	17234.0	32.7	38.4
11567	17298.9	32.8	38.4
11568	17204.1	32.8	38.2
11569	17284.3	32.8	38.1
11570	17273.4	32.7	38.5
11571	17259.1	32.5	38.5
11572	17242.1	32.5	38.2
11573	17257.1	32.5	38.4
11574	17211.3	32.5	38.4
11575	17259.5	32.5	38.2
11576	17282.6	32.5	38.3
11577	17240.4	32.5	38.3
11578	17282.4	32.5	38.5
11579	17259.4	32.3	38.3
11580	17230.3	32.3	38.4
11581	17206.3	32.3	38.5
11582	17311.7	32.3	38.6
11583	17247.0	32.3	38.4
11584	17335.4	32.3	38.5
11585	17250.8	32.3	38.5
11586	17262.4	32.4	38.4
11587	17162.5	32.3	38.4
11588	17264.1	32.4	38.6
11589	17257.0	32.2	38.1
11590	17253.0	32.2	38.7
11591	17325.1	32.3	38.6
11592	17298.9	32.3	38.3
11593	17291.3	32.4	38.2
11594	17245.5	32.6	38.4
11595	17237.8	32.3	38.4
11596	17276.5	32.3	38.4
11597	17267.5	32.3	38.2
11598	17209.0	32.3	38.3
11599	17271.2	32.2	38.7
11600	17240.0	32.2	38.4
11601	17233.6	32.3	38.6
11602	17247.6	32.5	38.3
11603	17220.5	32.5	38.1
11604	17205.1	32.3	38.0
11605	17183.2	32.2	38.5
11606	17194.6	32.2	38.2
11607	17174.5	32.2	38.3
11608	17188.6	32.2	38.3
11609	17186.7	32.2	38.3
11610	17190.4	32.4	38.4
11611	17265.5	32.2	38.2
11612	17212.2	32.3	38.6
11613	17224.4	32.4	38.5
11614	17227.6	32.2	38.6
11615	17272.9	32.2	38.3
11616	17293.6	32.3	38.4
11617	17328.3	32.3	38.1
11618	17298.3	32.6	38.5
11619	17269.3	32.5	38.3
11620	17278.8	32.5	38.4
11621	17261.6	32.5	38.4
11622	17292.6	32.3	38.4
11623	17272.0	32.3	38.5
11624	17238.3	32.5	38.3
11625	17265.7	32.6	38.2
11626	17267.0	32.6	38.3
11627	17284.2	32.4	38.3
11628	17281.9	32.4	38.1
11629	17279.5	32.4	38.4
11630	17279.6	32.6	38.4
11631	17273.1	32.4	38.3
11632	17209.0	32.4	38.6
11633	17222.8	32.2	38.3
11634	17195.1	32.2	38.4
11635	17217.8	32.2	38.3
11636	17236.4	32.5	38.3
11637	17249.7	32.5	38.3
11638	17285.7	32.5	38.5
11639	17276.3	32.3	38.5
11640	17329.3	32.3	38.3
11641	17323.2	32.3	38.4
11642	17285.9	32.3	38.5
11643	17309.4	32.5	38.3
11644	17344.1	32.3	38.5
11645	17335.4	32.3	38.3
11646	17339.7	32.3	38.5
11647	17342.1	32.3	38.2
11648	17341.6	32.5	38.5
11649	17285.9	32.3	38.5
11650	17308.3	32.3	38.4
11651	17343.0	32.3	38.7
11652	17279.0	32.3	38.5
11653	17343.1	32.3	38.4
11654	17338.6	32.4	38.4
11655	17314.3	32.5	38.2
11656	17321.6	32.5	38.4
11657	17284.3	32.5	38.6
11658	17355.9	32.5	38.4
11659	17313.7	32.5	38.3
11660	17249.8	32.5	38.3
11661	17272.1	32.6	38.3
11662	17275.6	32.6	38.4
11663	17201.0	32.6	38.6
11664	17276.1	32.5	38.3
11665	17309.2	32.4	38.6
11666	17337.1	32.4	38.3
11667	17329.4	32.4	38.1
11668	17314.1	32.4	38.4
11669	17286.8	32.6	38.4
11670	17232.1	32.6	38.2
11671	17269.3	32.6	38.2
11672	17290.1	32.4	38.3
11673	17356.5	32.4	38.1
11674	17348.1	32.4	38.2
11675	17406.6	32.4	38.5
11676	17385.8	32.4	38.2
11677	17336.9	32.4	38.3
11678	17320.3	32.4	38.2
11679	17327.3	32.4	38.6
11680	17276.8	32.4	38.4
11681	17276.1	32.5	38.4
11682	17310.3	32.7	38.4
11683	17315.4	32.5	38.4
11684	17256.0	32.5	38.4
11685	17302.5	32.5	38.3
11686	17263.5	32.4	38.2
11687	17291.6	32.5	38.4
11688	17303.4	32.3	38.1
11689	17309.1	32.3	38.4
11690	17330.5	32.3	38.1
11691	17316.8	32.3	38.4
11692	17312.5	32.3	38.3
11693	17278.1	32.3	38.4
11694	17276.1	32.3	38.3
11695	17300.7	32.3	38.3
11696	17408.8	32.5	38.5
11697	17335.3	32.5	38.2
11698	17269.8	32.4	38.3
11699	17350.7	32.4	38.2
11700	17344.0	32.3	38.4
11701	17326.8	32.5	38.4
11702	17347.9	32.2	38.2
11703	17352.9	32.2	38.1
11704	17367.8	32.2	38.6
11705	17288.6	32.4	38.1
11706	17302.7	32.2	38.4
11707	17391.1	32.2	38.2
11708	17300.3	32.3	38.4
11709	17277.0	32.5	38.5
11710	17254.4	32.3	38.4
11711	17295.6	32.3	38.3
11712	17283.5	32.3	38.5
11713	17351.6	32.3	38.2
11714	17286.4	32.2	38.2
11715	17282.3	32.2	38.5
11716	17389.2	32.4	38.5
11717	17419.3	32.5	38.6
11718	17326.6	32.2	38.4
11719	17323.9	32.2	38.5
11720	17250.6	32.4	38.6
11721	17283.8	32.4	38.5
11722	17296.8	32.4	38.7
11723	17327.9	32.2	38.6
11724	17363.1	32.2	38.3
11725	17364.1	32.2	38.5
11726	17369.8	32.2	38.4
11727	17343.4	32.2	38.5
11728	17397.0	32.2	38.4
11729	17306.2	32.3	38.6
11730	17419.4	32.3	38.5
11731	17358.9	32.3	38.4
11732	17425.1	32.2	38.2
11733	17324.1	32.4	38.6
11734	17329.3	32.2	38.4
11735	17423.1	32.4	38.3
11736	17368.3	32.6	38.2
11737	17275.8	32.6	38.5
11738	17374.3	32.6	38.4
11739	17314.0	32.7	38.4
11740	17384.5	32.7	38.4
11741	17360.2	32.8	38.5
11742	17312.1	32.6	38.6
11743	17304.5	32.6	38.3
11744	17308.9	32.6	38.5
11745	17312.6	32.5	38.5
11746	17296.2	32.5	38.4
11747	17333.6	32.5	38.2
11748	17388.9	32.5	38.4
11749	17337.9	32.5	38.4
11750	17311.8	32.5	38.4
11751	17329.7	32.5	38.9
11752	17317.1	32.5	38.6
11753	17319.9	32.4	38.4
11754	17334.9	32.6	38.6
11755	17331.7	32.6	38.2
11756	17303.7	32.4	38.5
11757	17329.7	32.8	38.4
11758	17311.6	32.4	38.3
11759	17258.5	32.2	38.4
11760	17272.2	32.4	38.5
11761	17264.8	32.4	38.4
11762	17314.6	32.4	38.5
11763	17303.8	32.4	38.4
11764	17244.0	32.4	38.1
11765	17338.1	32.4	38.6
11766	17360.5	32.4	38.4
11767	17330.0	32.6	38.5
11768	17339.2	32.7	38.3
11769	17369.2	32.7	38.6
11770	17306.8	32.6	38.5
11771	17305.6	32.7	38.6
11772	17336.5	32.4	38.4
11773	17329.0	32.4	38.4
11774	17378.4	32.3	38.6
11775	17376.3	32.4	38.5
11776	17359.6	32.4	38.5
11777	17279.7	32.5	38.5
11778	17283.1	32.6	38.3
11779	17335.0	32.7	38.6
11780	17259.9	32.6	38.3
11781	17212.8	32.8	38.3
11782	17285.4	32.9	38.5
11783	17251.1	32.9	38.9
11784	17282.2	32.7	38.2
11785	17332.2	32.6	38.5
11786	17320.9	32.6	38.4
11787	17343.5	32.7	38.3
11788	17277.8	32.7	38.7
11789	17250.9	32.7	38.4
11790	17311.7	32.4	38.7
11791	17354.1	32.4	38.5
11792	17269.5	32.6	38.5
11793	17337.8	32.6	38.3
11794	17359.1	32.4	38.6
11795	17331.3	32.4	38.3
11796	17378.8	32.4	38.7
11797	17363.9	32.6	38.5
11798	17289.3	32.4	38.3
11799	17334.9	32.4	38.4
11800	17267.1	32.3	38.8
11801	17324.2	32.3	38.4
11802	17299.4	32.8	38.5
11803	17330.0	32.8	38.5
11804	17362.4	32.8	38.3
11805	17353.1	32.6	38.6
11806	17293.8	32.4	38.5
11807	17283.0	32.4	38.6
11808	17276.9	32.4	38.6
11809	17258.4	32.4	38.5
11810	17290.8	32.6	38.5
11811	17294.5	32.8	38.3
11812	17355.2	32.7	38.4
11813	17342.3	32.7	38.6
11814	17321.9	32.7	38.7
11815	17376.7	32.5	38.5
11816	17432.7	32.5	38.4
11817	17386.3	32.3	38.1
11818	17398.4	32.5	38.5
11819	17247.1	32.5	38.4
11820	17330.0	32.3	38.7
11821	17329.5	32.4	38.5
11822	17422.6	32.4	38.5
11823	17401.1	32.7	38.6
11824	17297.5	32.5	38.5
11825	17318.7	32.3	38.4
11826	17294.9	32.3	38.6
11827	17360.3	32.5	38.6
11828	17277.4	32.5	38.3
11829	17272.2	32.5	38.6
11830	17340.7	32.5	38.7
11831	17339.2	32.5	38.3
11832	17312.0	32.5	38.3
11833	17271.9	32.5	38.6
11834	17325.4	32.5	38.4
11835	17347.4	32.5	38.5
11836	17380.4	32.5	38.5
11837	17292.6	32.5	38.4
11838	17386.5	32.5	38.4
11839	17380.1	32.5	38.7
11840	17320.9	32.7	38.1
11841	17356.0	32.7	38.3
11842	17374.0	32.6	38.4
11843	17394.4	32.6	38.8
11844	17344.7	32.5	38.5
11845	17355.4	32.5	38.4
11846	17315.5	32.5	38.6
11847	17331.0	32.8	38.2
11848	17404.4	32.6	38.4
11849	17383.9	32.6	38.6
11850	17358.3	32.6	38.3
11851	17307.2	32.6	38.5
11852	17321.5	32.8	38.4
11853	17353.9	32.8	38.4
11854	17341.7	32.8	38.4
11855	17339.5	32.8	38.4
11856	17279.0	32.8	38.2
11857	17334.0	32.9	38.3
11858	17399.8	32.9	38.5
11859	17406.1	32.8	38.3
11860	17386.9	32.8	38.6
11861	17417.4	32.8	38.3
11862	17365.1	32.8	38.4
11863	17340.9	32.8	38.3
11864	17386.5	32.8	38.5
11865	17364.4	32.8	38.4
11866	17430.3	32.6	38.5
11867	17345.7	32.6	38.4
11868	17391.0	32.6	38.7
11869	17324.4	32.6	38.8
11870	17315.3	32.8	38.4
11871	17286.8	32.6	38.3
11872	17378.4	32.5	38.4
11873	17352.5	32.5	38.6
11874	17320.6	32.5	38.5
11875	17294.3	32.5	38.6
11876	17286.9	32.7	38.6
11877	17276.9	32.8	38.6
11878	17313.6	32.7	38.5
11879	17355.1	32.7	38.4
11880	17274.7	32.6	38.4
11881	17309.5	32.8	38.7
11882	17285.5	32.8	38.4
11883	17346.7	32.6	38.7
11884	17300.7	32.6	38.5
11885	17239.9	32.6	38.4
11886	17282.9	32.6	38.6
11887	17325.9	32.6	38.6
11888	17306.3	32.6	38.4
11889	17354.7	32.6	38.3
11890	17359.1	32.6	38.4
11891	17284.9	32.7	38.5
11892	17308.3	32.7	38.5
11893	17352.5	32.7	38.6
11894	17407.4	32.7	38.4
11895	17339.3	32.7	38.4
11896	17297.7	32.6	38.7
11897	17307.9	32.7	38.5
11898	17406.1	32.7	38.5
11899	17384.7	32.7	38.6
11900	17329.5	32.5	38.6
11901	17382.4	32.4	38.4
11902	17380.6	32.4	38.7
11903	17390.0	32.6	38.3
11904	17355.0	32.5	38.6
11905	17341.4	32.5	38.4
11906	17343.1	32.7	38.3
11907	17359.8	32.5	38.6
11908	17297.4	32.5	38.4
11909	17391.4	32.7	38.4
11910	17359.9	32.6	38.5
11911	17322.8	32.6	38.6
11912	17308.1	32.9	38.3
11913	17323.4	32.9	38.6
11914	17307.3	32.9	38.5
11915	17374.9	32.9	38.6
11916	17333.6	33.0	38.7
11917	17331.4	33.0	38.4
11918	17376.7	33.0	38.5
11919	17380.1	33.0	38.7
11920	17361.4	33.0	38.7
11921	17403.9	33.0	38.7
11922	17442.1	33.0	38.5
11923	17397.1	33.0	38.3
11924	17404.4	33.0	38.7
11925	17352.2	33.0	38.4
11926	17297.0	33.0	38.6
11927	17338.2	33.0	38.4
11928	17341.4	32.8	38.6
11929	17370.5	32.7	38.2
11930	17328.9	32.7	38.6
11931	17373.4	32.7	38.6
11932	17468.4	32.7	38.4
11933	17439.1	32.7	38.7
11934	17338.9	32.7	38.4
11935	17374.6	32.8	38.6
11936	17427.5	32.8	38.4
11937	17382.4	32.8	38.3
11938	17369.9	32.7	38.8
11939	17356.4	32.7	38.5
11940	17387.5	32.7	38.2
11941	17358.1	32.7	38.7
11942	17396.0	32.7	38.8
11943	17441.0	32.7	38.5
11944	17358.5	32.5	38.4
11945	17361.2	32.5	38.4
11946	17461.3	32.5	38.5
11947	17376.2	32.5	38.6
11948	17348.6	32.5	38.4
11949	17430.3	32.5	38.6
11950	17396.6	32.5	38.6
11951	17415.1	32.5	38.7
11952	17363.1	32.5	38.4
11953	17336.6	32.7	38.3
11954	17383.8	32.6	38.8
11955	17334.9	32.6	38.7
11956	17334.4	32.6	38.6
11957	17337.7	32.4	38.5
11958	17359.9	32.4	38.5
11959	17376.7	32.4	38.2
11960	17351.9	32.4	38.8
11961	17276.6	32.4	38.6
11962	17419.6	32.4	38.4
11963	17397.5	32.4	38.5
11964	17418.6	32.4	38.6
11965	17343.7	32.5	38.6
11966	17389.1	32.4	38.6
11967	17390.1	32.4	38.5
11968	17465.1	32.4	38.5
11969	17418.3	32.4	38.2
11970	17362.3	32.4	38.6
11971	17383.2	32.5	38.4
11972	17423.7	32.5	38.6
11973	17373.4	32.5	38.4
11974	17360.1	32.6	38.4
11975	17313.5	32.8	38.5
11976	17314.3	32.5	38.5
11977	17359.0	32.5	38.6
11978	17339.5	32.5	38.5
11979	17392.8	32.5	38.8
11980	17403.5	32.5	38.6
11981	17347.8	32.5	38.9
11982	17321.9	32.5	38.7
11983	17401.5	32.7	38.3
11984	17351.4	32.7	38.7
11985	17365.5	32.5	38.6
11986	17359.0	32.5	38.6
11987	17441.7	32.5	38.6
11988	17420.2	32.5	38.9
11989	17434.8	32.5	38.6
11990	17425.4	32.5	38.9
11991	17357.9	32.5	38.7
11992	17303.2	32.5	38.5
11993	17347.2	32.5	38.6
11994	17456.7	32.5	38.6
11995	17428.3	32.7	38.3
11996	17452.2	32.6	38.4
11997	17367.7	32.6	38.6
11998	17408.8	32.6	38.8
11999	17345.2	32.9	38.5
12000	17396.2	32.6	38.8
12001	17455.8	32.8	38.8
12002	17444.2	32.8	38.7
12003	17439.6	32.9	38.7
12004	17467.5	32.8	38.8
12005	17399.7	32.8	38.5
12006	17433.4	32.8	38.8
12007	17409.2	32.8	38.7
12008	17431.5	32.8	38.4
12009	17434.9	32.8	38.4
12010	17413.1	32.8	38.5
12011	17454.3	32.8	38.3
12012	17395.8	32.8	38.5
12013	17460.0	32.8	38.6
12014	17409.1	32.8	38.7
12015	17478.4	32.8	38.6
12016	17484.6	32.8	38.7
12017	17483.2	32.8	38.7
12018	17371.3	32.8	38.6
12019	17402.0	32.8	38.6
12020	17386.3	33.0	38.3
12021	17378.7	33.0	39.0
12022	17418.8	33.0	38.4
12023	17449.3	33.0	38.7
12024	17438.7	33.0	38.3
12025	17501.1	33.0	38.7
12026	17483.3	33.0	38.7
12027	17429.0	33.0	38.6
12028	17523.8	33.0	38.6
12029	17468.9	33.0	38.5
12030	17412.0	33.0	38.8
12031	17401.3	33.1	38.7
12032	17342.9	33.0	38.7
12033	17360.9	33.0	38.4
12034	17400.0	33.0	38.5
12035	17436.6	33.0	38.6
12036	17406.0	33.0	38.4
12037	17481.1	33.0	38.7
12038	17449.3	33.0	38.6
12039	17385.8	33.0	38.8
12040	17482.9	33.0	38.6
12041	17467.7	33.0	38.6
12042	17490.8	33.0	38.7
12043	17568.9	33.0	38.6
12044	17496.5	33.0	38.5
12045	17464.8	33.0	39.0
12046	17463.9	33.0	38.8
12047	17381.6	33.0	38.5
12048	17400.9	33.0	38.6
12049	17419.0	33.0	38.6
12050	17370.0	33.0	38.8
12051	17425.5	33.0	38.7
12052	17447.0	33.0	38.5
12053	17354.6	33.0	38.3
12054	17458.0	33.0	38.7
12055	17384.7	33.0	38.6
12056	17444.2	33.0	38.7
12057	17340.2	33.0	38.5
12058	17477.2	33.0	38.7
12059	17502.3	33.0	38.7
12060	17550.1	33.0	38.7
12061	17435.5	33.0	38.6
12062	17446.6	33.0	38.6
12063	17460.6	33.0	38.6
12064	17416.4	33.0	38.7
12065	17468.2	33.0	38.6
12066	17484.6	33.0	38.4
12067	17475.5	33.1	38.7
12068	17334.8	33.1	38.6
12069	17382.6	33.1	38.9
12070	17502.0	33.0	38.5
12071	17465.7	33.0	38.6
12072	17481.8	33.0	38.4
12073	17389.0	33.1	38.9
12074	17476.1	33.0	38.8
12075	17407.4	33.0	38.7
12076	17476.9	33.0	38.7
12077	17429.9	33.0	38.5
12078	17411.5	33.0	38.8
12079	17484.3	33.0	38.9
12080	17428.6	33.0	38.7
12081	17413.0	33.0	38.5
12082	17481.5	33.0	38.6
12083	17398.0	32.9	38.8
12084	17334.4	32.9	38.9
12085	17414.3	32.9	38.4
12086	17466.3	32.9	38.5
12087	17374.0	32.9	38.4
12088	17487.4	32.9	38.3
12089	17430.7	32.9	38.6
12090	17452.0	32.9	38.6
12091	17436.4	32.9	38.8
12092	17415.1	32.9	38.7
12093	17429.6	32.9	38.8
12094	17447.9	32.9	38.6
12095	17506.1	32.9	38.5
12096	17507.6	32.9	38.7
12097	17451.2	32.9	38.6
12098	17377.8	32.9	38.9
12099	17373.3	32.9	38.6
12100	17422.6	32.9	38.8
12101	17389.1	32.9	38.8
12102	17465.8	32.9	38.6
12103	17443.1	33.0	38.8
12104	17448.8	32.9	38.6
12105	17494.4	32.9	38.6
12106	17470.9	32.9	38.4
12107	17331.8	32.9	38.8
12108	17438.8	32.9	39.1
12109	17408.7	32.9	38.5
12110	17442.9	32.9	38.6
12111	17464.1	32.9	38.8
12112	17491.4	32.9	38.6
12113	17433.5	32.9	38.8
12114	17504.7	32.9	38.6
12115	17430.5	32.9	38.8
12116	17402.6	33.0	38.7
12117	17386.2	33.0	38.4
12118	17440.7	33.0	38.6
12119	17411.2	33.0	39.0
12120	17378.5	33.0	38.5
12121	17341.4	33.1	38.5
12122	17414.4	33.1	38.7
12123	17436.6	33.0	38.6
12124	17506.1	33.0	38.9
12125	17449.4	33.0	38.9
12126	17406.1	33.1	38.5
12127	17439.1	33.0	38.5
12128	17362.2	33.0	38.8
12129	17358.8	33.0	39.0
12130	17398.2	33.0	38.9
12131	17421.5	32.9	38.7
12132	17407.8	32.9	38.7
12133	17482.9	32.9	38.6
12134	17503.5	33.0	38.9
12135	17443.5	33.0	38.5
12136	17370.2	33.0	38.8
12137	17451.7	33.0	38.7
12138	17447.2	33.0	38.6
12139	17405.3	33.0	38.6
12140	17429.4	33.0	38.8
12141	17413.3	33.1	38.9
12142	17429.4	33.0	38.8
12143	17381.9	33.0	38.8
12144	17388.5	33.1	39.1
12145	17428.4	33.1	38.9
12146	17410.0	33.1	38.4
12147	17449.2	33.1	38.6
12148	17457.6	33.0	38.9
12149	17421.5	32.9	38.5
12150	17406.0	32.9	38.9
12151	17422.8	32.9	38.6
12152	17426.6	33.0	38.8
12153	17381.4	33.0	38.7
12154	17428.1	33.0	38.8
12155	17417.6	33.0	38.8
12156	17449.3	33.0	39.1
12157	17407.1	33.0	38.6
12158	17518.3	33.0	38.7
12159	17492.7	33.1	38.9
12160	17475.0	33.1	38.6
12161	17441.6	33.0	39.0
12162	17552.0	33.0	38.5
12163	17483.5	33.0	38.7
12164	17453.3	33.0	38.9
12165	17483.3	33.0	38.8
12166	17497.7	33.0	38.7
12167	17421.9	33.1	38.9
12168	17368.2	33.1	38.9
12169	17393.2	33.1	38.9
12170	17438.3	33.1	38.9
12171	17388.0	33.0	39.1
12172	17424.0	33.1	38.8
12173	17420.2	33.1	38.6
12174	17438.1	33.1	39.1
12175	17484.7	33.1	39.1
12176	17426.9	33.1	38.7
12177	17421.9	33.0	39.0
12178	17421.1	32.9	38.7
12179	17457.4	33.0	38.6
12180	17367.7	33.0	38.9
12181	17424.1	32.9	38.9
12182	17419.8	32.9	38.7
