t	sumScr	maxInnSc	maxScr
393	1444.2	3.0	3.0
394	1445.1	3.0	3.0
395	1443.5	3.0	3.0
396	1443.9	3.0	3.0
397	1444.0	3.0	3.0
398	1444.6	3.0	3.0
399	1445.7	3.0	3.0
400	1446.3	3.0	3.0
401	1449.4	3.0	3.0
402	1447.6	3.1	3.1
403	1450.8	3.1	3.1
404	1452.8	3.1	3.1
405	1452.8	3.1	3.1
406	1452.3	3.1	3.1
407	1459.0	3.1	3.1
408	1458.3	3.1	3.1
409	1464.0	3.1	3.1
410	1470.3	3.1	3.1
411	1475.7	3.1	3.1
412	1479.9	3.1	3.1
413	1487.3	3.1	3.1
414	1493.9	3.1	3.1
415	1496.9	3.1	3.1
416	1505.4	3.1	3.1
417	1512.5	3.1	3.1
418	1517.6	3.1	3.1
419	1519.7	3.1	3.1
420	1528.5	3.1	3.1
421	1530.6	3.1	3.1
422	1535.3	3.1	3.1
423	1539.1	3.1	3.1
424	1538.4	3.1	3.1
425	1540.8	3.1	3.1
426	1539.9	3.1	3.1
427	1540.8	3.1	3.1
428	1540.2	3.1	3.1
429	1538.9	3.1	3.1
430	1539.1	3.1	3.1
431	1539.9	3.1	3.1
432	1542.1	3.1	3.1
433	1543.6	3.1	3.1
434	1543.6	3.1	3.1
435	1542.6	3.1	3.1
436	1543.4	3.1	3.1
437	1542.5	3.1	3.1
438	1542.5	3.1	3.1
439	1541.7	3.1	3.1
440	1544.2	3.1	3.1
441	1544.9	3.1	3.1
442	1543.8	3.1	3.1
443	1544.8	3.1	3.1
444	1542.7	3.1	3.1
445	1543.9	3.1	3.1
446	1543.7	3.1	3.1
447	1542.9	3.1	3.1
448	1542.7	3.1	3.1
449	1544.2	3.1	3.1
450	1545.3	3.1	3.1
451	1544.8	3.1	3.1
452	1542.6	3.1	3.1
453	1543.5	3.1	3.1
454	1545.0	3.1	3.1
455	1542.3	3.1	3.1
456	1543.7	3.1	3.1
457	1541.1	3.1	3.1
458	1542.8	3.1	3.1
459	1541.0	3.1	3.1
460	1542.3	3.1	3.1
461	1547.2	3.1	3.1
462	1544.1	3.1	3.1
463	1542.2	3.1	3.1
464	1542.8	3.1	3.1
465	1543.7	3.1	3.1
466	1544.2	3.1	3.1
467	1544.9	3.1	3.1
468	1544.4	3.1	3.1
469	1541.2	3.1	3.1
470	1543.2	3.1	3.1
471	1543.5	3.1	3.1
472	1543.0	3.1	3.1
473	1542.7	3.1	3.1
474	1542.3	3.1	3.1
475	1544.6	3.1	3.1
476	1541.9	3.1	3.1
477	1542.9	3.1	3.1
478	1542.1	3.1	3.1
479	1545.3	3.1	3.1
480	1542.5	3.1	3.1
481	1540.8	3.1	3.1
482	1543.7	3.1	3.1
483	1544.5	3.1	3.1
484	1542.7	3.1	3.1
485	1542.5	3.1	3.1
486	1544.7	3.1	3.1
487	1545.7	3.1	3.1
488	1545.4	3.1	3.1
489	1545.4	3.1	3.1
490	1544.6	3.1	3.1
491	1543.7	3.1	3.1
492	1543.9	3.1	3.1
493	1543.6	3.1	3.1
494	1542.1	3.1	3.1
495	1542.0	3.1	3.1
496	1540.5	3.1	3.1
497	1543.3	3.1	3.1
498	1543.8	3.1	3.1
499	1545.3	3.1	3.1
500	1545.0	3.1	3.1
501	1543.1	3.1	3.1
502	1545.0	3.1	3.1
503	1542.2	3.1	3.1
504	1544.1	3.1	3.1
505	1543.5	3.1	3.1
506	1543.3	3.1	3.1
507	1543.4	3.1	3.1
508	1543.2	3.1	3.1
509	1543.4	3.1	3.1
510	1542.0	3.1	3.1
511	1543.0	3.1	3.1
512	1544.2	3.1	3.1
513	1543.4	3.1	3.1
514	1544.6	3.1	3.1
515	1542.9	3.1	3.1
516	1544.7	3.1	3.1
517	1545.5	3.1	3.1
518	1544.3	3.1	3.1
519	1544.4	3.1	3.1
520	1542.9	3.1	3.1
521	1544.0	3.1	3.1
522	1543.9	3.1	3.1
523	1542.2	3.1	3.1
524	1540.1	3.1	3.1
525	1544.6	3.1	3.1
526	1545.7	3.1	3.1
527	1542.3	3.1	3.1
528	1543.8	3.1	3.1
529	1543.4	3.1	3.1
530	1545.0	3.1	3.1
531	1541.7	3.1	3.1
532	1542.3	3.1	3.1
533	1540.9	3.1	3.1
534	1543.1	3.1	3.1
535	1543.5	3.1	3.1
536	1543.6	3.1	3.1
537	1541.8	3.1	3.1
538	1543.5	3.1	3.1
539	1542.7	3.1	3.1
540	1543.3	3.1	3.1
541	1544.2	3.1	3.1
542	1543.0	3.1	3.1
543	1542.4	3.1	3.1
544	1543.2	3.1	3.1
545	1540.6	3.1	3.1
546	1543.4	3.1	3.1
547	1543.5	3.1	3.1
548	1543.0	3.1	3.1
549	1544.8	3.1	3.1
550	1545.0	3.1	3.1
551	1544.9	3.1	3.1
552	1542.2	3.1	3.1
553	1541.2	3.1	3.1
554	1542.7	3.1	3.1
555	1544.8	3.1	3.1
556	1543.7	3.1	3.1
557	1541.6	3.1	3.1
558	1541.7	3.1	3.1
559	1542.8	3.1	3.1
560	1539.6	3.1	3.1
561	1543.8	3.1	3.1
562	1541.7	3.1	3.1
563	1541.6	3.1	3.1
564	1543.3	3.1	3.1
565	1541.3	3.1	3.1
566	1544.0	3.1	3.1
567	1541.9	3.1	3.1
568	1545.2	3.1	3.1
569	1540.8	3.1	3.1
570	1539.8	3.1	3.1
571	1541.8	3.1	3.1
572	1540.6	3.1	3.1
573	1543.5	3.1	3.1
574	1545.6	3.1	3.1
575	1544.3	3.1	3.1
576	1545.6	3.1	3.1
577	1547.0	3.1	3.1
578	1545.6	3.1	3.1
579	1543.3	3.1	3.1
580	1542.9	3.1	3.1
581	1541.4	3.1	3.1
582	1542.9	3.1	3.1
583	1542.9	3.1	3.1
584	1543.7	3.1	3.1
585	1544.9	3.1	3.1
586	1541.4	3.1	3.1
587	1544.5	3.1	3.1
588	1542.5	3.1	3.1
589	1545.4	3.1	3.1
590	1544.4	3.1	3.1
591	1543.7	3.1	3.1
592	1543.6	3.1	3.1
593	1544.3	3.1	3.1
594	1545.3	3.1	3.1
595	1545.0	3.1	3.1
596	1543.7	3.1	3.1
597	1541.4	3.1	3.1
598	1544.6	3.1	3.1
599	1543.2	3.1	3.1
600	1542.8	3.1	3.1
601	1543.8	3.1	3.1
602	1545.8	3.1	3.1
603	1544.8	3.1	3.1
604	1544.9	3.1	3.1
605	1544.2	3.1	3.1
606	1543.9	3.1	3.1
607	1544.9	3.1	3.1
608	1541.0	3.1	3.1
609	1544.6	3.1	3.1
610	1545.0	3.1	3.1
611	1544.9	3.1	3.1
612	1545.1	3.1	3.1
613	1542.6	3.1	3.1
614	1542.1	3.1	3.1
615	1543.1	3.1	3.1
616	1543.3	3.1	3.1
617	1542.0	3.1	3.1
618	1541.4	3.1	3.1
619	1545.3	3.1	3.1
620	1544.9	3.1	3.1
621	1544.4	3.1	3.1
622	1544.5	3.1	3.1
623	1544.9	3.1	3.1
624	1544.1	3.1	3.1
625	1545.6	3.1	3.1
626	1544.3	3.1	3.1
627	1541.6	3.1	3.1
628	1543.9	3.1	3.1
629	1541.9	3.1	3.1
630	1542.9	3.1	3.1
631	1546.6	3.1	3.1
632	1545.4	3.1	3.1
633	1546.1	3.1	3.1
634	1543.4	3.1	3.1
635	1542.5	3.1	3.1
636	1542.5	3.1	3.1
637	1543.1	3.1	3.1
638	1543.9	3.1	3.1
639	1542.6	3.1	3.1
640	1544.0	3.1	3.1
641	1545.3	3.1	3.1
642	1544.3	3.1	3.1
643	1544.0	3.1	3.1
644	1543.2	3.1	3.1
645	1542.9	3.1	3.1
646	1543.8	3.1	3.1
647	1545.2	3.1	3.1
648	1542.1	3.1	3.1
649	1545.4	3.1	3.1
650	1542.9	3.1	3.1
651	1546.2	3.1	3.1
652	1544.6	3.1	3.1
653	1544.7	3.1	3.1
654	1545.2	3.1	3.1
655	1544.1	3.1	3.1
656	1544.0	3.1	3.1
657	1545.6	3.1	3.1
658	1545.3	3.1	3.1
659	1545.2	3.1	3.1
660	1543.4	3.1	3.1
661	1542.3	3.1	3.1
662	1543.9	3.1	3.1
663	1541.7	3.1	3.1
664	1544.9	3.1	3.1
665	1544.6	3.1	3.1
666	1541.8	3.1	3.1
667	1544.1	3.1	3.1
668	1541.8	3.1	3.1
669	1541.8	3.1	3.1
670	1540.1	3.1	3.1
671	1540.3	3.1	3.1
672	1542.6	3.1	3.1
673	1543.6	3.1	3.1
674	1542.6	3.1	3.1
675	1540.5	3.1	3.1
676	1539.2	3.1	3.1
677	1541.9	3.1	3.1
678	1541.5	3.1	3.1
679	1541.9	3.1	3.1
680	1542.9	3.1	3.1
681	1542.5	3.1	3.1
682	1544.2	3.1	3.1
683	1542.3	3.1	3.1
684	1543.6	3.1	3.1
685	1543.5	3.1	3.1
686	1544.2	3.1	3.1
687	1542.5	3.1	3.1
688	1545.8	3.1	3.1
689	1544.2	3.1	3.1
690	1541.0	3.1	3.1
691	1543.7	3.1	3.1
692	1544.2	3.1	3.1
693	1544.4	3.1	3.1
694	1543.1	3.1	3.1
695	1545.1	3.1	3.1
696	1545.5	3.1	3.1
697	1545.3	3.1	3.1
698	1543.4	3.1	3.1
699	1546.5	3.1	3.1
700	1543.8	3.1	3.1
701	1543.4	3.1	3.1
702	1543.6	3.1	3.1
703	1543.4	3.1	3.1
704	1545.3	3.1	3.1
705	1545.5	3.1	3.1
706	1545.4	3.1	3.1
707	1545.9	3.1	3.1
708	1544.6	3.1	3.1
709	1546.6	3.1	3.1
710	1545.3	3.1	3.1
711	1545.4	3.1	3.1
712	1543.3	3.1	3.1
713	1544.6	3.1	3.1
714	1544.1	3.1	3.1
715	1542.0	3.1	3.1
716	1543.6	3.1	3.1
717	1544.2	3.1	3.1
718	1543.2	3.1	3.1
719	1544.8	3.1	3.1
720	1544.9	3.1	3.1
721	1545.4	3.1	3.1
722	1543.7	3.1	3.1
723	1543.7	3.1	3.1
724	1542.8	3.1	3.1
725	1543.5	3.1	3.1
726	1544.8	3.1	3.1
727	1544.5	3.1	3.1
728	1545.5	3.1	3.1
729	1544.3	3.1	3.1
730	1545.7	3.1	3.1
731	1546.2	3.1	3.1
732	1546.2	3.1	3.1
733	1544.4	3.1	3.1
734	1544.2	3.1	3.1
735	1544.2	3.1	3.1
736	1544.6	3.1	3.1
737	1544.7	3.1	3.1
738	1544.8	3.1	3.1
739	1543.8	3.1	3.1
740	1544.7	3.1	3.1
741	1544.0	3.1	3.1
742	1544.5	3.1	3.1
743	1544.4	3.1	3.1
744	1542.6	3.1	3.1
745	1545.5	3.1	3.1
746	1543.8	3.1	3.1
747	1544.8	3.1	3.1
748	1543.7	3.1	3.1
749	1544.4	3.1	3.1
750	1542.5	3.1	3.1
751	1545.8	3.1	3.1
752	1543.6	3.1	3.1
753	1542.0	3.1	3.1
754	1542.6	3.1	3.1
755	1544.3	3.1	3.1
756	1545.1	3.1	3.1
757	1544.3	3.1	3.1
758	1544.7	3.1	3.1
759	1546.4	3.1	3.1
760	1543.9	3.1	3.1
761	1541.9	3.1	3.1
762	1539.7	3.1	3.1
763	1543.0	3.1	3.1
764	1543.4	3.1	3.1
765	1543.0	3.1	3.1
766	1542.7	3.1	3.1
767	1541.7	3.1	3.1
768	1543.4	3.1	3.1
769	1543.1	3.1	3.1
770	1543.9	3.1	3.1
771	1544.8	3.1	3.1
772	1544.3	3.1	3.1
773	1542.8	3.1	3.1
774	1544.0	3.1	3.1
775	1545.4	3.1	3.1
776	1545.7	3.1	3.1
777	1543.4	3.1	3.1
778	1546.1	3.1	3.1
779	1544.7	3.1	3.1
780	1543.6	3.1	3.1
781	1542.7	3.1	3.1
782	1544.1	3.1	3.1
783	1540.6	3.1	3.1
784	1544.5	3.1	3.1
785	1544.5	3.1	3.1
786	1543.7	3.1	3.1
787	1545.4	3.1	3.1
788	1545.4	3.1	3.1
789	1543.5	3.1	3.1
790	1543.8	3.1	3.1
791	1545.9	3.1	3.1
792	1542.5	3.1	3.1
793	1543.5	3.1	3.1
794	1543.7	3.1	3.1
795	1541.6	3.1	3.1
796	1544.7	3.1	3.1
797	1545.3	3.1	3.1
798	1545.6	3.1	3.1
799	1543.2	3.1	3.1
800	1543.5	3.1	3.1
801	1544.4	3.1	3.1
802	1541.3	3.1	3.1
803	1543.6	3.1	3.1
804	1543.8	3.1	3.1
805	1543.2	3.1	3.1
806	1544.3	3.1	3.1
807	1543.8	3.1	3.1
808	1544.1	3.1	3.1
809	1543.8	3.1	3.1
810	1542.7	3.1	3.1
811	1545.4	3.1	3.1
812	1543.0	3.1	3.1
813	1543.8	3.1	3.1
814	1543.4	3.1	3.1
815	1544.4	3.1	3.1
816	1544.3	3.1	3.1
817	1543.6	3.1	3.1
818	1545.6	3.1	3.1
819	1546.4	3.1	3.1
820	1543.4	3.1	3.1
821	1545.6	3.1	3.1
822	1543.6	3.1	3.1
823	1543.0	3.1	3.1
824	1545.4	3.1	3.1
825	1543.0	3.1	3.1
826	1544.3	3.1	3.1
827	1543.1	3.1	3.1
828	1544.4	3.2	3.2
829	1542.3	3.1	3.1
830	1545.3	3.1	3.1
831	1542.3	3.1	3.1
832	1544.5	3.1	3.1
833	1544.4	3.1	3.1
834	1545.1	3.1	3.1
835	1545.4	3.1	3.1
836	1542.0	3.1	3.1
837	1544.3	3.1	3.1
838	1544.0	3.1	3.1
839	1542.3	3.1	3.1
840	1543.8	3.1	3.1
841	1542.4	3.1	3.1
842	1542.5	3.1	3.1
843	1543.7	3.1	3.1
844	1544.7	3.1	3.1
845	1543.0	3.1	3.1
846	1543.3	3.1	3.1
847	1546.7	3.1	3.1
848	1544.4	3.1	3.1
849	1545.0	3.1	3.1
850	1543.3	3.1	3.1
851	1542.8	3.1	3.1
852	1544.7	3.1	3.1
853	1546.1	3.1	3.1
854	1544.3	3.1	3.1
855	1545.3	3.1	3.1
856	1544.7	3.1	3.1
857	1545.5	3.1	3.1
858	1543.8	3.1	3.1
859	1543.7	3.1	3.1
860	1543.0	3.1	3.1
861	1541.8	3.1	3.1
862	1542.1	3.1	3.1
863	1544.5	3.1	3.1
864	1544.3	3.1	3.1
865	1542.4	3.1	3.1
866	1544.9	3.1	3.1
867	1545.7	3.1	3.1
868	1545.8	3.1	3.1
869	1542.5	3.1	3.1
870	1543.1	3.1	3.1
871	1544.4	3.1	3.1
872	1542.7	3.1	3.1
873	1542.8	3.1	3.1
874	1540.7	3.1	3.1
875	1543.7	3.1	3.1
876	1542.9	3.1	3.1
877	1543.2	3.1	3.1
878	1544.1	3.1	3.1
879	1544.3	3.1	3.1
880	1544.7	3.1	3.1
881	1544.5	3.1	3.1
882	1543.8	3.1	3.1
883	1545.5	3.1	3.1
884	1544.5	3.1	3.1
885	1545.4	3.1	3.1
886	1542.9	3.1	3.1
887	1543.8	3.1	3.1
888	1542.5	3.1	3.1
889	1545.9	3.1	3.1
890	1545.1	3.1	3.1
891	1544.5	3.1	3.1
892	1546.3	3.1	3.1
893	1545.6	3.1	3.1
894	1543.4	3.1	3.1
895	1543.6	3.1	3.1
896	1544.7	3.1	3.1
897	1545.1	3.1	3.1
898	1542.9	3.1	3.1
899	1543.8	3.1	3.1
900	1542.5	3.1	3.1
901	1540.3	3.1	3.1
902	1542.3	3.1	3.1
903	1543.3	3.2	3.2
904	1544.5	3.2	3.2
905	1544.1	3.2	3.2
906	1543.0	3.2	3.2
907	1543.8	3.2	3.2
908	1543.4	3.2	3.2
909	1545.0	3.2	3.2
910	1548.5	3.2	3.2
911	1547.8	3.2	3.2
912	1548.1	3.2	3.2
913	1550.5	3.2	3.2
914	1555.7	3.2	3.2
915	1557.6	3.2	3.2
916	1559.8	3.2	3.2
917	1564.5	3.2	3.2
918	1570.8	3.2	3.2
919	1575.4	3.2	3.2
920	1580.3	3.2	3.2
921	1583.0	3.2	3.2
922	1587.5	3.2	3.2
923	1588.3	3.2	3.2
924	1588.6	3.2	3.2
925	1588.1	3.2	3.2
926	1591.3	3.2	3.2
927	1589.7	3.2	3.2
928	1591.0	3.2	3.2
929	1591.6	3.2	3.2
930	1591.9	3.2	3.2
931	1592.4	3.2	3.2
932	1588.9	3.2	3.2
